 "1              ";1;2;51900.8400;0;1; "021       ";
 "10             ";33;1;130426.6900;0;1; "021       ";
 "100            ";9;2;34468.0800;0;1; "021       ";
 "101            ";625;2;170854.2700;0;1; "021       ";
 "102            ";73;2;208938.5800;0;1; "021       ";
 "103            ";641;2;68937.3500;0;1; "021       ";
 "104            ";81;2;163848.8000;0;1; "021       ";
 "106            ";89;2;260853.3800;0;1; "021       ";
 "107            ";665;2;68937.3500;0;1; "021       ";
 "108            ";97;2;155320.2300;0;1; "021       ";
 "109            ";681;2;275748.2100;0;1; "021       ";
 "11             ";41;2;138952.8800;0;1; "021       ";
 "110            ";57;2;197342.8700;0;1; "021       ";
 "113            ";697;2;173422.1500;0;1; "021       ";
 "114            ";105;2;172376.1800;0;1; "021       ";
 "115            ";169;2;280069.0600;0;1; "021       ";
 "116            ";721;2;68937.3500;0;1; "021       ";
 "117            ";129;2;180427.6200;0;1; "021       ";
 "118            ";737;2;94894.7500;0;1; "021       ";
 "119            ";177;2;130426.6900;0;1; "021       ";
 "12             ";49;2;173405.4500;0;1; "021       ";
 "120            ";145;2;68937.3500;0;1; "021       ";
 "121            ";153;2;104468.1000;0;1; "021       ";
 "122            ";137;2;164894.7700;0;1; "021       ";
 "123            ";121;2;140033.3400;0;1; "021       ";
 "124            ";185;2;89681.8800;0;1; "021       ";
 "125            ";793;2;68937.3500;0;1; "021       ";
 "126            ";801;2;104468.1000;0;1; "021       ";
 "127            ";193;2;104468.1000;0;1; "021       ";
 "128            ";201;2;305642.6300;0;1; "021       ";
 "129            ";825;2;220108.5700;0;1; "021       ";
 "13             ";57;2;104468.1000;0;1; "021       ";
 "130            ";209;2;150108.5500;0;1; "021       ";
 "131            ";233;2;68952.8600;0;1; "021       ";
 "132            ";217;2;129364.0200;0;1; "021       ";
 "133            ";385;2;174486.0100;0;1; "021       ";
 "134            ";225;2;138937.3700;0;1; "021       ";
 "135            ";345;2;34468.0800;0;1; "021       ";
 "136            ";297;2;130426.6900;0;1; "021       ";
 "137            ";305;2;140001.2300;0;1; "021       ";
 "138            ";313;2;34468.0800;0;1; "021       ";
 "14             ";9;2;34468.0800;0;1; "021       ";
 "140            ";321;2;110427.6000;0;1; "021       ";
 "141            ";913;2;159681.9000;0;1; "021       ";
 "142            ";921;2;138937.3700;0;1; "021       ";
 "143            ";929;2;34468.0800;0;1; "021       ";
 "145            ";273;2;140001.2300;0;1; "021       ";
 "146            ";289;2;120852.1500;0;1; "021       ";
 "147            ";377;2;110427.6000;0;1; "021       ";
 "148            ";353;2;60426.6700;0;1; "021       ";
 "149            ";969;2;97448.3200;0;1; "021       ";
 "15             ";73;2;104468.1000;0;1; "021       ";
 "150            ";257;2;70000.0200;0;1; "021       ";
 "151            ";417;2;68937.3500;0;1; "021       ";
 "152            ";521;2;208938.5800;0;1; "021       ";
 "153            ";473;2;129364.0200;0;1; "021       ";
 "154            ";481;2;150125.2500;0;1; "021       ";
 "155            ";489;2;138970.7700;0;1; "021       ";
 "156            ";1025;2;94894.7500;0;1; "021       ";
 "157            ";497;2;199364.0400;0;1; "021       ";
 "158            ";505;2;129364.0200;0;1; "021       ";
 "159            ";513;2;68937.3500;0;1; "021       ";
 "160            ";593;2;185640.4900;0;1; "021       ";
 "161            ";1065;2;140001.2300;0;1; "021       ";
 "162            ";529;2;163832.1000;0;1; "021       ";
 "163            ";537;2;34468.0800;0;1; "021       ";
 "164            ";545;2;55213.8000;0;1; "021       ";
 "165            ";553;2;138937.3700;0;1; "021       ";
 "166            ";569;2;140001.2300;0;1; "021       ";
 "167            ";441;2;104468.1000;0;1; "021       ";
 "168            ";585;2;130426.6900;0;1; "021       ";
 "169            ";1129;2;185640.4900;0;1; "021       ";
 "17             ";81;2;34468.0800;0;1; "021       ";
 "170            ";393;2;68937.3500;0;1; "021       ";
 "171            ";1145;2;60426.6700;0;1; "021       ";
 "172            ";1153;2;129364.0200;0;1; "021       ";
 "173            ";465;2;68937.3500;0;1; "021       ";
 "174            ";457;2;130426.6900;0;1; "021       ";
 "175            ";1177;2;68937.3500;0;1; "021       ";
 "176            ";433;2;60426.6700;0;1; "021       ";
 "177            ";401;2;184577.8200;0;1; "021       ";
 "178            ";1201;2;210001.2500;0;1; "021       ";
 "179            ";73;2;138937.3700;0;1; "021       ";
 "18             ";89;2;280002.4600;0;1; "021       ";
 "181            ";625;2;129379.5300;0;1; "021       ";
 "182            ";697;2;194151.1700;0;1; "021       ";
 "183            ";161;2;34484.7800;0;1; "021       ";
 "184            ";105;2;103405.4300;0;1; "021       ";
 "185            ";113;2;104484.8000;0;1; "021       ";
 "186            ";41;2;194151.1700;0;1; "021       ";
 "187            ";49;2;199364.0400;0;1; "021       ";
 "188            ";641;2;94894.7500;0;1; "021       ";
 "189            ";81;2;68952.8600;0;1; "021       ";
 "191            ";665;2;34468.0800;0;1; "021       ";
 "192            ";129;2;125213.8200;0;1; "021       ";
 "194            ";137;2;104468.1000;0;1; "021       ";
 "195            ";145;2;68937.3500;0;1; "021       ";
 "196            ";153;2;104484.8000;0;1; "021       ";
 "198            ";1329;2;60426.6700;0;1; "021       ";
 "199            ";721;2;55213.8000;0;1; "021       ";
 "20             ";97;2;104468.1000;0;1; "021       ";
 "200            ";177;2;34484.7800;0;1; "021       ";
 "201            ";385;2;264152.3800;0;1; "021       ";
 "202            ";217;2;94911.4500;0;1; "021       ";
 "203            ";233;2;68952.8600;0;1; "021       ";
 "204            ";305;2;94894.7500;0;1; "021       ";
 "205            ";313;2;34468.0800;0;1; "021       ";
 "206            ";241;2;199364.0400;0;1; "021       ";
 "207            ";249;2;34468.0800;0;1; "021       ";
 "208            ";913;2;173405.4500;0;1; "021       ";
 "209            ";265;2;68937.3500;0;1; "021       ";
 "21             ";105;2;129364.0200;0;1; "021       ";
 "210            ";921;2;34468.0800;0;1; "021       ";
 "211            ";289;2;112267.8400;0;1; "021       ";
 "212            ";801;2;70000.0200;0;1; "021       ";
 "213            ";193;2;34468.0800;0;1; "021       ";
 "214            ";345;2;70000.0200;0;1; "021       ";
 "215            ";353;2;60426.6700;0;1; "021       ";
 "216            ";361;2;140001.2300;0;1; "021       ";
 "217            ";17;2;55213.8000;0;1; "021       ";
 "218            ";201;2;60426.6700;0;1; "021       ";
 "219            ";417;2;34468.0800;0;1; "021       ";
 "22             ";113;2;104484.8000;0;1; "021       ";
 "220            ";481;2;199364.0400;0;1; "021       ";
 "221            ";489;2;155320.2300;0;1; "021       ";
 "222            ";1025;2;34468.0800;0;1; "021       ";
 "223            ";497;2;130426.6900;0;1; "021       ";
 "224            ";505;2;129364.0200;0;1; "021       ";
 "225            ";513;2;68937.3500;0;1; "021       ";
 "226            ";1553;1;420003.6900;0;1; "021       ";
 "227            ";593;2;130426.6900;0;1; "021       ";
 "228            ";1065;2;120852.1500;0;1; "021       ";
 "229            ";521;2;120852.1500;0;1; "021       ";
 "23             ";121;2;104468.1000;0;1; "021       ";
 "230            ";529;2;120852.1500;0;1; "021       ";
 "231            ";537;2;60426.6700;0;1; "021       ";
 "232            ";473;2;176065.9500;0;1; "021       ";
 "233            ";1609;2;55213.8000;0;1; "021       ";
 "234            ";545;2;68937.3500;0;1; "021       ";
 "235            ";553;2;70000.0200;0;1; "021       ";
 "236            ";561;2;195215.0300;0;1; "021       ";
 "238            ";441;2;70000.0200;0;1; "021       ";
 "239            ";1177;2;138937.3700;0;1; "021       ";
 "24             ";129;2;68937.3500;0;1; "021       ";
 "240            ";449;2;362449.6900;0;1; "021       ";
 "241            ";457;2;112873.8300;0;1; "021       ";
 "242            ";465;2;260853.3800;0;1; "021       ";
 "243            ";1129;2;70000.0200;0;1; "021       ";
 "244            ";393;2;120852.1500;0;1; "021       ";
 "245            ";1145;2;34468.0800;0;1; "021       ";
 "246            ";585;2;34468.0800;0;1; "021       ";
 "247            ";401;2;103405.4300;0;1; "021       ";
 "248            ";409;2;103405.4300;0;1; "021       ";
 "249            ";425;2;68937.3500;0;1; "021       ";
 "25             ";137;2;104518.1000;0;1; "021       ";
 "250            ";433;2;206812.0500;0;1; "021       ";
 "251            ";41;2;34468.0800;0;1; "021       ";
 "252            ";49;2;125247.1200;0;1; "021       ";
 "253            ";665;2;130426.6900;0;1; "021       ";
 "256            ";9;2;34468.0800;0;1; "021       ";
 "257            ";793;2;68937.3500;0;1; "021       ";
 "258            ";681;2;60426.6700;0;1; "021       ";
 "259            ";1329;2;129364.0200;0;1; "021       ";
 "26             ";145;2;138952.8800;0;1; "021       ";
 "260            ";81;2;68937.3500;0;1; "021       ";
 "262            ";89;2;305642.6300;0;1; "021       ";
 "263            ";113;2;70000.0200;0;1; "021       ";
 "264            ";121;2;137874.7000;0;1; "021       ";
 "265            ";129;2;120852.1500;0;1; "021       ";
 "266            ";137;2;104501.4000;0;1; "021       ";
 "267            ";145;2;199364.0400;0;1; "021       ";
 "268            ";153;2;68937.3500;0;1; "021       ";
 "269            ";1865;2;68937.3500;0;1; "021       ";
 "27             ";153;2;138952.8800;0;1; "021       ";
 "270            ";169;2;120852.1500;0;1; "021       ";
 "271            ";97;2;140001.2300;0;1; "021       ";
 "272            ";697;2;140001.2300;0;1; "021       ";
 "273            ";161;2;140001.2300;0;1; "021       ";
 "274            ";105;2;68937.3500;0;1; "021       ";
 "275            ";177;2;104468.1000;0;1; "021       ";
 "276            ";185;2;120852.1500;0;1; "021       ";
 "277            ";737;2;155320.2300;0;1; "021       ";
 "278            ";1937;1;140001.2300;0;1; "021       ";
 "279            ";721;2;206812.0500;0;1; "021       ";
 "28             ";161;2;70000.0200;0;1; "021       ";
 "280            ";201;2;60426.6700;0;1; "021       ";
 "281            ";193;2;112234.5400;0;1; "021       ";
 "282            ";825;2;112234.5400;0;1; "021       ";
 "283            ";209;2;70000.0200;0;1; "021       ";
 "285            ";385;2;140001.2300;0;1; "021       ";
 "286            ";225;2;70000.0200;0;1; "021       ";
 "287            ";233;2;140033.3400;0;1; "021       ";
 "288            ";249;2;140001.2300;0;1; "021       ";
 "289            ";265;2;138937.3700;0;1; "021       ";
 "29             ";169;2;190852.1700;0;1; "021       ";
 "290            ";273;2;52447.1600;0;1; "021       ";
 "291            ";281;2;120852.1500;0;1; "021       ";
 "292            ";921;2;124151.1500;0;1; "021       ";
 "293            ";289;2;213833.0300;0;1; "021       ";
 "294            ";913;2;140001.2300;0;1; "021       ";
 "295            ";241;2;140001.2300;0;1; "021       ";
 "296            ";2073;2;112267.8400;0;1; "021       ";
 "297            ";2081;2;140001.2300;0;1; "021       ";
 "298            ";369;2;130426.6900;0;1; "021       ";
 "299            ";257;2;185640.4900;0;1; "021       ";
 "30             ";177;2;103405.4300;0;1; "021       ";
 "300            ";329;2;110427.6000;0;1; "021       ";
 "301            ";305;2;231279.7500;0;1; "021       ";
 "303            ";297;2;140001.2300;0;1; "021       ";
 "304            ";345;2;140001.2300;0;1; "021       ";
 "307            ";2137;2;140001.2300;0;1; "021       ";
 "308            ";361;2;130426.6900;0;1; "021       ";
 "309            ";321;2;308088.8600;0;1; "021       ";
 "31             ";185;2;103405.4300;0;1; "021       ";
 "310            ";473;2;136095.3900;0;1; "021       ";
 "311            ";481;2;136095.3900;0;1; "021       ";
 "312            ";489;2;317880.9300;0;1; "021       ";
 "313            ";1025;2;120875.1700;0;1; "021       ";
 "314            ";505;2;73067.0200;0;1; "021       ";
 "315            ";497;2;126055.5500;0;1; "021       ";
 "316            ";593;2;120875.1700;0;1; "021       ";
 "317            ";521;2;57846.8000;0;1; "021       ";
 "318            ";529;2;126055.5500;0;1; "021       ";
 "320            ";585;2;63028.3700;0;1; "021       ";
 "321            ";1145;2;63028.3700;0;1; "021       ";
 "322            ";401;2;63028.3700;0;1; "021       ";
 "323            ";1153;2;63028.3700;0;1; "021       ";
 "324            ";457;2;63028.3700;0;1; "021       ";
 "325            ";465;2;63028.3700;0;1; "021       ";
 "326            ";561;2;63028.3700;0;1; "021       ";
 "327            ";2289;2;63028.3700;0;1; "021       ";
 "328            ";569;2;118248.5300;0;1; "021       ";
 "329            ";441;2;63028.3700;0;1; "021       ";
 "330            ";433;2;57846.8000;0;1; "021       ";
 "331            ";41;2;62000.2100;0;1; "021       ";
 "332            ";49;2;57500.5100;0;1; "021       ";
 "333            ";697;2;62000.2100;0;1; "021       ";
 "335            ";2345;2;71100.3700;0;1; "021       ";
 "336            ";113;2;112800.8400;0;1; "021       ";
 "338            ";665;2;62000.2100;0;1; "021       ";
 "339            ";81;2;62000.2100;0;1; "021       ";
 "340            ";121;2;119500.7200;0;1; "021       ";
 "341            ";2073;2;199600.6400;0;1; "021       ";
 "342            ";193;2;284200.2600;0;1; "021       ";
 "343            ";825;2;161800.2600;0;1; "021       ";
 "344            ";209;2;297100.9400;0;1; "021       ";
 "346            ";385;2;106600.0400;0;1; "021       ";
 "347            ";369;2;71099.9500;0;1; "021       ";
 "349            ";233;2;35500.0900;0;1; "021       ";
 "350            ";969;2;177600.2200;0;1; "021       ";
 "351            ";345;2;106500.5000;0;1; "021       ";
 "352            ";353;2;62000.2100;0;1; "021       ";
 "353            ";361;2;350001.9800;0;1; "021       ";
 "354            ";241;2;213299.8500;0;1; "021       ";
 "355            ";249;2;266200.3200;0;1; "021       ";
 "356            ";377;2;62000.2100;0;1; "021       ";
 "357            ";329;2;62000.2100;0;1; "021       ";
 "358            ";313;2;35500.0900;0;1; "021       ";
 "359            ";321;2;57500.5100;0;1; "021       ";
 "360            ";265;2;204200.1100;0;1; "021       ";
 "361            ";273;2;177501.6400;0;1; "021       ";
 "362            ";281;2;71000.1800;0;1; "021       ";
 "363            ";921;2;71000.1800;0;1; "021       ";
 "4              ";9;2;34468.0800;0;1; "021       ";
 "42             ";193;2;124151.1500;0;1; "021       ";
 "43             ";201;2;76702.6000;0;1; "021       ";
 "44             ";209;2;138970.6700;0;1; "021       ";
 "46             ";217;2;60426.6700;0;1; "021       ";
 "47             ";225;2;103422.1300;0;1; "021       ";
 "48             ";233;2;164894.7700;0;1; "021       ";
 "49             ";241;2;199364.0400;0;1; "021       ";
 "50             ";249;2;199364.0400;0;1; "021       ";
 "51             ";257;2;89698.5800;0;1; "021       ";
 "52             ";265;2;103405.4300;0;1; "021       ";
 "53             ";273;2;243406.6600;0;1; "021       ";
 "54             ";281;2;140001.2300;0;1; "021       ";
 "56             ";289;2;210001.2500;0;1; "021       ";
 "58             ";297;2;172342.7800;0;1; "021       ";
 "59             ";305;2;150108.5500;0;1; "021       ";
 "6              ";17;2;70000.0200;0;1; "021       ";
 "60             ";313;2;34468.0800;0;1; "021       ";
 "61             ";321;2;165641.4000;0;1; "021       ";
 "62             ";329;2;174486.0100;0;1; "021       ";
 "63             ";337;2;210001.2500;0;1; "021       ";
 "64             ";345;2;155320.2300;0;1; "021       ";
 "65             ";353;2;181278.8200;0;1; "021       ";
 "66             ";361;2;208938.5800;0;1; "021       ";
 "67             ";369;2;176065.9500;0;1; "021       ";
 "68             ";377;2;70000.0200;0;1; "021       ";
 "69             ";385;2;185640.4900;0;1; "021       ";
 "70             ";393;2;68937.3500;0;1; "021       ";
 "72             ";401;2;94894.7500;0;1; "021       ";
 "73             ";409;2;125213.8200;0;1; "021       ";
 "74             ";417;2;68937.3500;0;1; "021       ";
 "75             ";425;2;138937.3700;0;1; "021       ";
 "76             ";433;2;34468.0800;0;1; "021       ";
 "77             ";441;2;70000.0200;0;1; "021       ";
 "78             ";449;2;104484.8000;0;1; "021       ";
 "79             ";457;2;137874.7000;0;1; "021       ";
 "8              ";25;2;34468.0800;0;1; "021       ";
 "80             ";465;2;70000.0200;0;1; "021       ";
 "81             ";473;2;138937.3700;0;1; "021       ";
 "82             ";481;2;199364.0400;0;1; "021       ";
 "83             ";489;2;189789.5000;0;1; "021       ";
 "84             ";497;2;68937.3500;0;1; "021       ";
 "85             ";505;2;185640.4900;0;1; "021       ";
 "86             ";513;2;68937.3500;0;1; "021       ";
 "87             ";521;2;260853.3800;0;1; "021       ";
 "88             ";529;2;55213.8000;0;1; "021       ";
 "89             ";537;2;68937.3500;0;1; "021       ";
 "90             ";545;2;94894.7500;0;1; "021       ";
 "92             ";553;2;104468.1000;0;1; "021       ";
 "93             ";561;2;70000.0200;0;1; "021       ";
 "94             ";569;2;55213.8000;0;1; "021       ";
 "95             ";577;2;34468.0800;0;1; "021       ";
 "96             ";585;2;130426.6900;0;1; "021       ";
 "97             ";593;2;190852.1700;0;1; "021       ";
 "98             ";41;2;94894.7500;0;1; "021       ";
 "99             ";49;2;103405.4300;0;1; "021       ";
