 "1              ";1;2;03/09/2021;0;0;1; "021       ";
 "10             ";33;1;11/01/2022;0;0;1; "021       ";
 "100            ";25;2;15/01/2022;0;0;1; "021       ";
 "101            ";729;2;15/01/2022;0;0;1; "021       ";
 "102            ";113;2;15/01/2022;0;0;1; "021       ";
 "103            ";745;2;15/01/2022;0;0;1; "021       ";
 "104            ";129;2;15/01/2022;0;0;1; "021       ";
 "105            ";121;2;15/01/2022;0;0;1; "021       ";
 "106            ";137;2;15/01/2022;0;0;1; "021       ";
 "107            ";777;2;15/01/2022;0;0;1; "021       ";
 "108            ";153;2;15/01/2022;0;0;1; "021       ";
 "109            ";793;2;15/01/2022;0;0;1; "021       ";
 "11             ";81;2;11/01/2022;0;0;1; "021       ";
 "110            ";97;2;15/01/2022;0;0;1; "021       ";
 "111            ";169;2;15/01/2022;0;0;1; "021       ";
 "112            ";217;2;15/01/2022;0;0;1; "021       ";
 "113            ";145;2;15/01/2022;0;0;1; "021       ";
 "114            ";161;2;15/01/2022;0;0;1; "021       ";
 "115            ";225;2;15/01/2022;0;0;1; "021       ";
 "116            ";849;2;15/01/2022;0;0;1; "021       ";
 "117            ";185;2;15/01/2022;0;0;1; "021       ";
 "118            ";865;2;15/01/2022;0;0;1; "021       ";
 "119            ";233;2;15/01/2022;0;0;1; "021       ";
 "12             ";89;2;11/01/2022;0;0;1; "021       ";
 "120            ";201;2;15/01/2022;0;0;1; "021       ";
 "121            ";209;2;15/01/2022;0;0;1; "021       ";
 "122            ";193;2;15/01/2022;0;0;1; "021       ";
 "123            ";177;2;15/01/2022;0;0;1; "021       ";
 "124            ";241;2;15/01/2022;0;0;1; "021       ";
 "125            ";65;2;15/01/2022;0;0;1; "021       ";
 "126            ";929;2;17/01/2022;0;0;1; "021       ";
 "127            ";257;2;17/01/2022;0;0;1; "021       ";
 "128            ";265;2;17/01/2022;0;0;1; "021       ";
 "129            ";953;2;17/01/2022;0;0;1; "021       ";
 "13             ";97;2;11/01/2022;0;0;1; "021       ";
 "130            ";273;2;17/01/2022;0;0;1; "021       ";
 "131            ";305;2;17/01/2022;0;0;1; "021       ";
 "132            ";289;2;17/01/2022;0;0;1; "021       ";
 "133            ";473;2;17/01/2022;0;0;1; "021       ";
 "134            ";297;2;17/01/2022;0;0;1; "021       ";
 "135            ";433;2;17/01/2022;0;0;1; "021       ";
 "136            ";385;2;17/01/2022;0;0;1; "021       ";
 "137            ";393;2;17/01/2022;0;0;1; "021       ";
 "138            ";401;2;17/01/2022;0;0;1; "021       ";
 "139            ";417;2;17/01/2022;0;0;1; "021       ";
 "14             ";25;2;11/01/2022;0;0;1; "021       ";
 "140            ";409;2;17/01/2022;0;0;1; "021       ";
 "141            ";377;2;17/01/2022;0;0;1; "021       ";
 "142            ";361;2;17/01/2022;0;0;1; "021       ";
 "143            ";1065;2;17/01/2022;0;0;1; "021       ";
 "144            ";337;2;17/01/2022;0;0;1; "021       ";
 "145            ";345;2;17/01/2022;0;0;1; "021       ";
 "146            ";369;2;17/01/2022;0;0;1; "021       ";
 "147            ";465;2;17/01/2022;0;0;1; "021       ";
 "148            ";441;2;17/01/2022;0;0;1; "021       ";
 "149            ";1113;2;17/01/2022;0;0;1; "021       ";
 "15             ";113;2;11/01/2022;0;0;1; "021       ";
 "150            ";329;2;17/01/2022;0;0;1; "021       ";
 "16             ";121;2;11/01/2022;0;0;1; "021       ";
 "17             ";129;2;11/01/2022;0;0;1; "021       ";
 "18             ";137;2;11/01/2022;0;0;1; "021       ";
 "19             ";145;2;11/01/2022;0;0;1; "021       ";
 "2              ";9;2;03/09/2021;0;0;1; "021       ";
 "20             ";153;2;11/01/2022;0;0;1; "021       ";
 "21             ";161;2;11/01/2022;0;0;1; "021       ";
 "22             ";169;2;11/01/2022;0;0;1; "021       ";
 "23             ";177;2;11/01/2022;0;0;1; "021       ";
 "24             ";185;2;11/01/2022;0;0;1; "021       ";
 "25             ";193;2;11/01/2022;0;0;1; "021       ";
 "26             ";201;2;11/01/2022;0;0;1; "021       ";
 "27             ";209;2;11/01/2022;0;0;1; "021       ";
 "28             ";217;2;11/01/2022;0;0;1; "021       ";
 "29             ";225;2;11/01/2022;0;0;1; "021       ";
 "3              ";17;2;03/09/2021;0;0;1; "021       ";
 "30             ";233;2;11/01/2022;0;0;1; "021       ";
 "31             ";241;2;11/01/2022;0;0;1; "021       ";
 "32             ";249;2;11/01/2022;0;0;1; "021       ";
 "4              ";25;2;17/12/2021;0;0;1; "021       ";
 "42             ";257;2;12/01/2022;0;0;1; "021       ";
 "43             ";265;2;12/01/2022;0;0;1; "021       ";
 "44             ";273;2;12/01/2022;0;0;1; "021       ";
 "45             ";281;2;12/01/2022;0;0;1; "021       ";
 "46             ";289;2;12/01/2022;0;0;1; "021       ";
 "47             ";297;2;12/01/2022;0;0;1; "021       ";
 "48             ";305;2;12/01/2022;0;0;1; "021       ";
 "49             ";313;2;12/01/2022;0;0;1; "021       ";
 "5              ";33;1;17/12/2021;0;0;1; "021       ";
 "50             ";321;2;12/01/2022;0;0;1; "021       ";
 "51             ";329;2;12/01/2022;0;0;1; "021       ";
 "52             ";337;2;13/01/2022;0;0;1; "021       ";
 "53             ";345;2;13/01/2022;0;0;1; "021       ";
 "54             ";353;2;13/01/2022;0;0;1; "021       ";
 "55             ";361;2;13/01/2022;0;0;1; "021       ";
 "56             ";369;2;13/01/2022;0;0;1; "021       ";
 "57             ";377;2;13/01/2022;0;0;1; "021       ";
 "58             ";385;2;13/01/2022;0;0;1; "021       ";
 "59             ";393;2;13/01/2022;0;0;1; "021       ";
 "6              ";41;2;06/01/2022;0;0;1; "021       ";
 "60             ";401;2;13/01/2022;0;0;1; "021       ";
 "61             ";409;2;13/01/2022;0;0;1; "021       ";
 "62             ";417;2;13/01/2022;0;0;1; "021       ";
 "63             ";425;2;13/01/2022;0;0;1; "021       ";
 "64             ";433;2;13/01/2022;0;0;1; "021       ";
 "65             ";441;2;13/01/2022;0;0;1; "021       ";
 "66             ";449;2;13/01/2022;0;0;1; "021       ";
 "67             ";457;2;13/01/2022;0;0;1; "021       ";
 "68             ";465;2;13/01/2022;0;0;1; "021       ";
 "69             ";473;2;13/01/2022;0;0;1; "021       ";
 "7              ";49;2;07/01/2022;0;0;1; "021       ";
 "70             ";9;2;13/01/2022;0;0;1; "021       ";
 "71             ";489;2;13/01/2022;0;0;1; "021       ";
 "72             ";497;2;13/01/2022;0;0;1; "021       ";
 "73             ";505;2;13/01/2022;0;0;1; "021       ";
 "74             ";513;2;13/01/2022;0;0;1; "021       ";
 "75             ";521;2;13/01/2022;0;0;1; "021       ";
 "76             ";529;2;13/01/2022;0;0;1; "021       ";
 "77             ";537;2;13/01/2022;0;0;1; "021       ";
 "78             ";545;2;13/01/2022;0;0;1; "021       ";
 "79             ";553;2;13/01/2022;0;0;1; "021       ";
 "8              ";57;2;11/01/2022;0;0;1; "021       ";
 "80             ";561;2;13/01/2022;0;0;1; "021       ";
 "81             ";569;2;14/01/2022;0;0;1; "021       ";
 "82             ";577;2;14/01/2022;0;0;1; "021       ";
 "83             ";585;2;14/01/2022;0;0;1; "021       ";
 "84             ";593;2;14/01/2022;0;0;1; "021       ";
 "85             ";601;2;14/01/2022;0;0;1; "021       ";
 "86             ";609;2;14/01/2022;0;0;1; "021       ";
 "87             ";617;2;14/01/2022;0;0;1; "021       ";
 "88             ";625;2;14/01/2022;0;0;1; "021       ";
 "89             ";633;2;14/01/2022;0;0;1; "021       ";
 "9              ";65;2;11/01/2022;0;0;1; "021       ";
 "90             ";641;2;14/01/2022;0;0;1; "021       ";
 "91             ";649;2;14/01/2022;0;0;1; "021       ";
 "92             ";657;2;14/01/2022;0;0;1; "021       ";
 "93             ";665;2;14/01/2022;0;0;1; "021       ";
 "94             ";673;2;14/01/2022;0;0;1; "021       ";
 "95             ";681;2;14/01/2022;0;0;1; "021       ";
 "96             ";689;2;14/01/2022;0;0;1; "021       ";
 "97             ";697;2;14/01/2022;0;0;1; "021       ";
 "98             ";81;2;15/01/2022;0;0;1; "021       ";
 "99             ";89;2;15/01/2022;0;0;1; "021       ";
